#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt
"3145","Gavin Dugas","26","A+","WSN","","","1","","","","","2442","",""
"3146","Fineas Del Bonta-Smith","29","AAA","PIT","","","2","","1952","","","2938","",""
"3147","Nick Swiney","27","AAA","HOU","","","2","","1778","","","3114","",""
"3148","Eli Ankeney","25","A+","NYM","","","1","","","","","2447","",""
"3149","Zander Sechrist","24","A","MIN","","","2","","1370","","","3526","",""
"3150","Michael Braswell III","23","CPX","KCR","","","1","","","","","2452","",""
"3151","Edgardo Figueroa","18","CPX","WSN","","","1","","","","","2453","",""
"3152","Luis Cesar","22","A+","MIA","","","2","","","","1393","3515","",""
"3153","Brady O'Brien","24","A","SEA","","","1","","","","","2459","",""
"3154","Joe Charles","26","A+","NYM","","","2","","","","1532","3390","",""
"3155","Efrain Cubilla","21","CPX","COL","","","2","","","","","3627","","1297"
"3156","Nick DeCarlo","24","A","MIL","","","1","","","","","2463","",""
"3157","Wuilberth Mendez","22","A","DET","","","1","","","","","2465","",""
"3158","Jorge Rodriguez","24","A","NYM","","","1","","","","","2470","",""
"3159","Cade Bunnell","29","AA","ATL","","","1","","","","","2471","",""
"3160","Daniel Brooks","23","A","ATL","","","1","","","","","2472","",""
"3161","Adrian Delgado","21","A","BAL","","","2","","","","1601","3350","",""
"3162","Brock Gillis","24","CPX","WSN","","","1","","","","","2476","",""
"3163","Juan Mieses","20","CPX","HOU","","","1","","","","","2477","",""
"3164","Erick Matos","19","CPX","ATH","","","2","","","","","3349","","1606"
"3165","Erick Reynoso","23","A","ARI","","2479.5","3","","2032","","1533","3874","",""
"3166","Jack Mahoney","27","A+","OAK","","","2","","2079","","","2882","",""
"3167","Dioris De La Rosa","19","CPX","LAA","","","2","","","","","3589","","1377"
"3168","Francisco Pazos","20","CPX","SEA","","","1","","","","","2483","",""
"3169","Xavier Lopez","21","CPX","TBR","","","2","","","","","3487","","1483"
"3170","Henry Gomez","24","A+","OAK","","","2","","1400","","","3571","",""
"3171","Eduardo Uscanga","19","CPX","SEA","","","1","","","","","2486","",""
"3172","Eurys Martich","23","A+","HOU","","","2","","","","1554","3420","",""
"3173","Shaddon Peavyhouse","27","A+","SEA","","","2","","1719","","","3258","",""
"3174","Justin Johnson","26","AA","KCR","","","1","","","","","2490","",""
"3175","Hunter Furtado","24","A+","PIT","","","2","","1492","","","3490","",""
"3176","Connor Spencer","25","A+","CHC","","","1","","","","","2492","",""
"3177","Eric Adler","25","AAA","CHW","","","2","","1757","","","3228","",""
"3178","Connor Dykstra","25","A","SEA","","","1","","","","","2493","",""
"3179","Jayden Voelker","23","A","TBR","","2493.0","3","","2135","","1530","3814","",""
"3180","Pedro Peralta","19","CPX","PHI","","","2","","","","","3259","","1729"
"3181","Trey Seeley","24","A","SFG","","","1","","","","","2495","",""
"3182","Jordan Sprinkle","25","A+","CHW","","","1","","","","","2496","",""
"3183","Justin Kelly","27","AA","TOR","","","2","","1752","","","3245","",""
"3184","Ferny Barreda","22","CPX","SEA","","","1","","","","","2499","",""
"3185","Jack Noble","26","AA","PIT","","","2","","1706","","","3293","",""
"3186","Caleb Nieman","21","CPX","MIL","","","2","","","","","3606","","1394"
"3187","Garvin Alston","29","AAA","WSN","","","2","","1919","","","3085","",""
"3188","Yael Romero","20","CPX","CIN","","","1","","","","","2502","",""
"3189","Thomas Farr","27","AA","CIN","","2504.2","3","","2078","","","3584","","1851"
"3190","Jonaikel Meza","19","CPX","CLE","","","1","","","","","2506","",""
"3191","Paulo Asprilla","20","CPX","STL","","","1","","","","","2509","",""
"3192","Dikember Sanchez","22","A+","MIL","","","2","","1839","","","3180","",""
"3193","Tristan Smith","23","A","CIN","","","2","","","","1515","3504","",""
"3194","Justin Fuson","26","CPX","CHW","","","2","","","","","3686","","1334"
"3195","Luke Holman","23","A","CIN","","","1","","","","","2510","",""
"3196","Trendan Parish","24","A","TBR","","","2","","","","1471","3556","",""
"3197","Jesus Palacios","21","CPX","BAL","","","1","","","","","2514","",""
"3198","Mason Davenport","21","A","TOR","","","2","","","","","3395","","1634"
"3199","Kendrick Herrera","19","CPX","PIT","","","1","","","","","2515","",""
"3200","Harrison Ruiz","22","CPX","CLE","","","1","","","","","2517","",""
"3201","Theo Hardy","24","A+","TEX","","","1","","","","","2518","",""
"3202","Fabian Ysalla","21","A","CHW","","","2","","","","","3489","","1555"
"3203","Jose Gerardo","21","A","MIA","","","1","","","","","2523","",""
"3204","Edelvis Perez","21","CPX","CLE","","","1","","","","","2524","",""
"3205","Peyton Holt","25","A","CIN","","","1","","","","","2527","",""
"3206","Burl Carraway","27","AA","CHC","","","1","","","","","2528","",""
"3207","Leiker Figueroa","21","A","ATL","","","1","","","","","2529","",""
"3208","Luis Gomez","21","CPX","MIA","","","2","","","","","3292","","1773"
"3209","Nick Mikolajchak","28","AAA","MIN","","","2","","1967","","","3100","",""
"3210","Nate Nabholz","25","A","SFG","","","1","","","","","2534","",""
"3211","Matt Stil","25","A+","DET","","","1","","","","","2537","",""
"3212","Kendry Garcia","22","CPX","CHW","","","1","","","","","2538","",""
"3213","Montana Semmel","24","A+","LAA","","","2","","1748","","","3337","",""
"3214","Garrett Apker","26","A+","HOU","","","2","","1820","","","3266","",""
"3215","Justin Militello","22","A","STL","","","2","","","","1433","3658","",""
"3216","Zach Barnes","27","AAA","ARI","","","2","","1981","","","3111","",""
"3217","Brenner Cox","22","CPX","WSN","","","1","","","","","2547","",""
"3218","Domingo Geronimo","21","AA","LAD","","","2","","2035","","","3063","",""
"3219","Drew Garrett","26","A+","PHI","","","2","","1317","","","3783","",""
"3220","Alexander Campos","23","A","TBR","","","2","","","","","3657","","1445"
"3221","Andrew Bolivar","20","CPX","STL","","","2","","","","","3692","","1412"
"3222","J.C. Flowers","28","AAA","PIT","","","2","","2029","","","3079","",""
"3223","Deyer Zapata","22","A","ARI","","","1","","","","","2555","",""
"3224","Anthony Narvaez","22","A","MIN","","","1","","","","","2556","",""
"3225","Florencio Serrano","26","AAA","TEX","","","2","","1919","","","3194","",""
"3226","Luis Arias","20","CPX","WSN","","","1","","","","","2559","",""
"3227","Ben McLaughlin","24","A+","ARI","","","1","","","","","2561","",""
"3228","Eliander Alcalde","22","A","TOR","","","2","","1589","","","3535","",""
"3229","Eric Dominguez","23","A","ARI","","","1","","","","","2566","",""
"3230","David Smith","25","A","DET","","","1","","","","","2567","",""
"3231","Ian Villers","25","AA","SFG","","","2","","1896","","","3240","",""
"3232","Adrian Quintana","23","A+","SEA","","","2","","1605","","","3533","",""
"3233","Antonio Florido","21","A","DET","","","1","","","","","2569","",""
"3234","Jake Rice","28","AAA","ARI","","","2","","2065","","","3078","",""
"3235","Beycker Barroso","23","A","TEX","","","1","","","","","2572","",""
"3236","Javier Sanchez","18","CPX","TEX","","","1","","","","","2573","",""
"3237","Will Gervase","24","A","LAA","","","2","","","","1551","3595","",""
"3238","Martin Tamara","22","CPX","DET","","","1","","","","","2574","",""
"3239","Fermin Magallanes","24","A","BAL","","","2","","","","1623","3531","",""
"3240","Ryan Ure","23","A+","KCR","","","2","","","","1603","3552","",""
"3241","Robert Puason","23","A","ATH","","","2","","","","1459","3700","",""
"3242","Justin Sanchez","22","A","SEA","","","2","","1541","","","3621","",""
"3243","Oliver Carrillo","24","A","HOU","","","1","","","","","2581","",""
"3244","Rafael Marcano","26","AA","MIN","","","1","","","","","2584","",""
"3245","Luifer Romero","21","CPX","MIA","","","1","","","","","2585","",""
"3246","Jhan Almeida","21","CPX","CIN","","","1","","","","","2590","",""
"3247","Jackson Cluff","29","AAA","NYM","","","1","","","","","2593","",""
"3248","Jeferson Figueroa","25","A+","MIL","","","2","","1394","","","3793","",""
"3249","Luke Cantwell","23","A","SDP","","","1","","","","","2594","",""
"3250","Wuillians Herrera","22","A","LAD","","","2","","","","1617","3572","",""
"3251","Alejandro Pereira","19","CPX","OAK","","","1","","","","","2595","",""
"3252","Jorge Minyety","23","A+","ARI","","","2","","1874","","","3316","",""
"3253","Alvaro Rios","19","CPX","CHW","","","1","","","","","2596","",""
"3254","Jhon Rivas","18","CPX","TOR","","","1","","","","","2597","",""
"3255","David Sanchez","19","CPX","ARI","","","2","","","","","3560","","1635"
"3256","Keiverson Ramirez","20","A","STL","","","1","","","","","2598","",""
"3257","Andy Weber","28","AAA","CHW","","","1","","","","","2600","",""
"3258","Yordy Herrera","21","A","STL","","","2","","1706","","","3495","",""
"3259","Caleb Shpur","24","A+","DET","","","1","","","","","2604","",""
"3260","Brody Rodning","30","AAA","HOU","","","1","","","","","2605","",""
"3261","Maicol Reyes","21","A","TEX","","","1","","","","","2609","",""
"3262","Miguel Neira","21","CPX","TEX","","","1","","","","","2610","",""
"3263","Yulian Quintana","25","A+","PIT","","","2","","","","1541","3681","",""
"3264","Ricardo Brizuela","23","A","CHW","","","2","","2015","","","3208","",""
"3265","Jairon Digon","20","A","ARI","","","2","","","","1528","3696","",""
"3266","Wander Arias","26","A+","WSN","","","2","","1662","","","3566","",""
"3267","Orlando Suarez","19","CPX","CHW","","","2","","","","","3555","","1674"
"3268","Travis Garnett","23","A","ARI","","","1","","","","","2615","",""
"3269","Case Williams","24","AA","COL","","","1","","","","","2616","",""
"3270","Esteban Luna","19","CPX","BAL","","","2","","","","","3512","","1721"
"3271","Hans Montero","22","A","NYY","","","1","","","","","2618","",""
"3272","Fraynel Nova","24","A","KCR","","","2","","1572","","","3675","",""
"3273","Colin Davis","27","A+","SEA","","","1","","","","","2625","",""
"3274","Alex Vallecillo","23","A","MIL","","","1","","","","","2629","",""
"3275","Maddux Houghton","27","A","MIN","","","1","","","","","2630","",""
"3276","Jerson Alejandro","20","CPX","NYY","","","1","","","","","2634","",""
"3277","Ismael Luciano","23","A+","COL","","","2","","2072","","","3198","",""
"3278","Engel Peralta","22","A","HOU","","","1","","","","","2636","",""
"3279","Manuel Cruz","20","CPX","NYY","","","2","","","","","3430","","1844"
"3280","Alejandro Rios","21","CPX","ARI","","","1","","","","","2638","",""
"3281","Jose Perez","22","A","TBR","","","1","","","","","2643","",""
"3282","Mitch White","26","AA","SFG","","","2","","","","","3419","","1871"
"3283","Rodolfo Martinez","32","AAA","BAL","","","1","","","","","2647","",""
"3284","Logan Clayton","26","AA","ARI","","","2","","2027","","","3270","",""
"3285","Gavin Adams","23","A","PIT","","","2","","","","1540","3759","",""
"3286","Cristobal Abreu","20","A","ATL","","","2","","","","1537","3763","",""
"3287","Aidan Layton","24","A","OAK","","","2","","2038","","","3263","",""
"3288","Aiden Moffett","22","A","CHC","","","2","","","","1546","3757","",""
"3289","Raudy Rivera","21","A","CLE","","","1","","","","","2654","",""
"3290","Enixon Sanchez","18","CPX","NYY","","","1","","","","","2660","",""
"3291","Jonalbert Rumbol","27","A+","TBR","","","2","","1725","","","3596","",""
"3292","Miguel Mesa","23","A","BAL","","","1","","","","","2661","",""
"3293","Kevin Velasco","20","CPX","BAL","","","1","","","","","2662","",""
"3294","Danny Hilario","21","A","TBR","","","1","","","","","2663","",""
"3295","Kelvin Bautista","26","AA","LAD","","","2","","1979","","","3348","",""
"3296","Ethan Long","25","A","SDP","","","1","","","","","2664","",""
"3297","Angel Cuenca","24","A+","STL","","","2","","1565","","","3775","",""
"3298","Zack Tukis","23","A","PHI","","","2","","1730","","","3611","",""
"3299","Gil Luna","26","AA","CHW","","","2","","1656","","","3687","",""
"3300","Jesus Camejo","25","A","ARI","","","1","","","","","2674","",""
"3301","Blake Shepardson","22","A","CHW","","","1","","","","","2675","",""
"3302","Jesus Luna","25","A+","LAD","","","2","","1743","","","3610","",""
"3303","Felix Doroteo","21","CPX","CHW","","","1","","","","","2680","",""
"3304","Braxton Hyde","25","A+","COL","","","2","","1816","","","3557","",""
"3305","Reibyn Corona","24","A+","ATL","","","2","","1730","","","3643","",""
"3306","Jhon Almonte","19","CPX","LAA","","","2","","","","","3549","","1826"
"3307","Yensy Bello","23","A","SEA","","","2","","1565","","","3813","",""
"3308","Josh Hejka","29","AAA","MIA","","","2","","2044","","","3336","",""
"3309","Kevin Miranda","27","AA","TOR","","","2","","1956","","","3427","",""
"3310","Dawil Almonte","24","A+","HOU","","","2","","1693","","","3697","",""
"3311","Jakson Gamboa","19","CPX","BOS","","","1","","","","","2695","",""
"3312","Jakob Hall","23","A","MIN","","","2","","1848","","","3544","",""
"3313","L.J. Waco","24","A","WSN","","","1","","","","","2696","",""
"3314","Angel Tejada","22","A+","BAL","","","1","","","","","2701","",""
"3315","Jeral Toledo","23","A","PIT","","","1","","","","","2704","",""
"3316","Franklin Sanchez","25","A+","MIA","","","1","","","","","2705","",""
"3317","Kevin Bruggeman","24","A","LAA","","","1","","","","","2708","",""
"3318","Wuilinyer Tovar","18","CPX","ATL","","","2","","","","","3481","","1936"
"3319","Luis Sotillo","21","CPX","NYM","","","1","","","","","2710","",""
"3320","Wes Burton","25","A","CLE","","","1","","","","","2711","",""
"3321","Jacob Meador","25","AA","LAD","","","2","","2084","","","3341","",""
"3322","Anderson Bido","27","AAA","HOU","","","2","","1957","","","3469","",""
"3323","Eduar Gonzalez","20","A","TOR","","","1","","","","","2713","",""
"3324","Wilmer Lugo","20","CPX","NYM","","","1","","","","","2714","",""
"3325","Nate Knowles","22","A","TBR","","","1","","","","","2715","",""
"3326","German Nunez","24","CPX","TEX","","","1","","","","","2716","",""
"3327","Aneury Montilla","19","CPX","PHI","","","2","","","","","3540","","1895"
"3328","Tyler Stasiowski","24","A","MIN","","","2","","1839","","","3598","",""
"3329","Anthony Astudillo","20","CPX","TEX","","","2","","","","","3738","","1701"
"3330","Nathanael Cruz","23","A","BOS","","","2","","1719","","","3721","",""
"3331","Tyrone Yulie","24","AA","PIT","","","1","","","","","2720","",""
"3332","Marwys Cabrera","20","CPX","KCR","","","2","","","","","3728","","1715"
"3333","Wyatt Cheney","25","AA","BAL","","","1","","","","","2722","",""
"3334","Miguel Briceno","22","A","MIN","","","1","","","","","2724","",""
"3335","Todd Peterson","28","AAA","WSN","","","2","","1933","","","3516","",""
"3336","Ricardo Montero","22","A","LAD","","","2","","","","1553","3900","",""
"3337","Colby White","27","AAA","NYY","","","1","","","","","2727","",""
"3338","Eli Saul","24","AA","ARI","","","2","","2049","","","3406","",""
"3339","Dylan Questad","21","A","MIN","","","2","","2019","","","3437","",""
"3340","Stainer Valdez","19","CPX","PIT","","","2","","","","","3666","","1791"
"3341","Alejandro Lugo","23","A","SDP","","","2","","1848","","","3612","",""
"3342","Owen Pote","20","CPX","CIN","","","1","","","","","2731","",""
"3343","Nelfri Payano","21","A","CIN","","","2","","","","1620","3846","",""
"3344","Jake Smith","26","AA","MIA","","","2","","2038","","","3435","",""
"3345","Bodi Rascon","25","A+","SDP","","","2","","2102","","","3375","",""
"3346","Alonzo Richardson","23","AAA","CLE","","","2","","1884","","","3594","",""
"3347","Adam Bogosian","23","A","WSN","","","1","","","","","2742","",""
"3348","Eris Albino","22","CPX","NYM","","","2","","","","","3737","","1751"
"3349","Wifrailyn Jaquez","19","CPX","PIT","","","2","","","","","3561","","1938"
"3350","Saul Gomez","18","CPX","BAL","","","1","","","","","2750","",""
"3351","Austin Smith","23","A","TOR","","","1","","","","","2753","",""
"3352","Alan Perdomo","24","A+","COL","","","2","","1782","","","3729","",""
"3353","Edwin Marte","19","CPX","BAL","","","2","","","","","3628","","1886"
"3354","Janero Miller","20","CPX","MIA","","","1","","","","","2757","",""
"3355","Luis A. Reyes","22","A","CHC","","","2","","","","1627","3894","",""
"3356","Caden Wooster","21","A","NYM","","","1","","","","","2762","",""
"3357","Jose Parra","20","CPX","OAK","","","2","","","","","3716","","1812"
"3358","Marco Vega","21","A","LAA","","","1","","","","","2765","",""
"3359","Brad Rudis","23","CPX","MIN","","","1","","","","","2766","",""
"3360","Robbie Knowles","25","A","STL","","","1","","","","","2770","",""
"3361","Manuel Veloz","25","AAA","CHW","","","2","","1923","","","3619","",""
